

| 序号 | 单词 | 词性 | 释义 |
| 4214 | well-known | adj. | 众所周知的， 著名的 |
| 4215 | surge | vi. | 蜂拥而出；洋溢，奔放；汹涌，奔腾 n. 大浪， 波涛； 高涨； 汹涌 |
| 4216 | tutor | v. | 当…导师， 当…家庭教师 n. 导师；家庭教师，私人教师 |
| 4217 | senator | n. | 参议员 |
| 4218 | thirsty | adj. | 渴的； 渴望的 |
| 4219 | obligation | n. | 义务， 责任 |
| 4220 | combat | n. | 战争，斗争，格斗 vt. 与…斗争， 与…战斗 |
| 4221 | victim | n. | 牺牲者， 受害者 |
| 4222 | garlic | n. | 大蒜 |
| 4223 | fantastic | adj. | 极好的， 极出色的， 了不起的； 极大的； 难以相信的； 异想天开的， 不实际的； 奇异的， 古怪的 |
| 4224 | supply | n&vt. | 供给， 供应 |
| 4225 | confidential | adj. | 秘密的， 机密的； 亲信的 |
| 4226 | chaos | n. | 混乱， 紊乱 |
| 4227 | cue | n. | 暗示，信号；提示 vt. 提示； 暗示 |
| 4228 | sunrise | n. | 日出； 朝霞 |
| 4229 | starve | v. | 挨饿， 饿死 |
| 4230 | currency | n. | 通货， 货币； 通行， 流行 |
| 4231 | legislation | n. | 法律， 法规； 立法， 法律的制定 |
| 4232 | clause | n. | 条款； 从句， 分句 |
| 4233 | quiz | n. | 智力竞赛，问答比赛；小测验 vt. 考查， 盘问 |
| 4234 | surplus | adj. | 过剩的， 多余的 n. 过剩，剩余，盈余 |
| 4235 | correspondence | n. | 信件， 函件； 通信， 通信联系； 符合， 一致， 相似 |
| 4236 | declaration | n. | 宣布， 宣告； 宣言， 声明； 申报 |
| 4237 | prayer | n. | 祷告， 祈祷； 祷文； 祈求， 祈望 |
| 4238 | charm | n. | 迷人的特性，魅力；符咒，咒文 vt. 吸引， 迷住 |
| 4239 | deception | n. | 欺骗； 诡计， 骗局 |
| 4240 | given | adj. | 规定的，特定的；假设的；已知的；有癖好的，有倾向的 prep. 考虑到 |
| 4241 | solicitor | n. | 律师， 法律顾问 |
| 4242 | pepper | n. | 胡椒，胡椒粉 vt. 在…上撒； 使布满 |
| 4243 | doctoral | adj. | 博士的 |
| 4244 | video | adj. | 录像的；电视的 n. 录像 |
| 4245 | weapon | n. | 武器， 兵器 |
| 4246 | stare | n&vi. | 盯， 凝视 |
| 4247 | center | n. | 圆心， 正中； 中心 |
| 4248 | generic | adj. | 【生物】 属的， 类的； 一般的， 普通的 |
| 4249 | studio | n. | 画室， 摄影室； 播音室， 录音室， 摄影棚 |
| 4250 | whoever | pron. | 谁； 无论谁； 究竟是谁 |
| 4251 | specifically | adv. | 特别地， 特定地； 明确地， 具体地 |
| 4252 | controversial | adj. | 引起争论的， 有争议的 |
| 4253 | deputy | n. | 副职， 副手； 代表， 代理人 |
| 4254 | preventive | adj. | 预防性的 |
| 4255 | allocate | vt. | 分配， 分派， 把…拨给 |
| 4256 | theme | n. | 主题， 题目 |
| 4257 | smash | v. | 粉碎，打烂；狠打，猛击；破灭，失败；猛撞，猛冲 n. 破碎 ； 猛击， 猛撞； 轰动的演出， 巨大的成功 |
| 4258 | wealth | n. | 财富， 财产； 丰富 |
| 4259 | unfortunately | adv. | 不幸地 |
| 4260 | heterogeneity | n. | 异种， 异质， 不同成分 |
| 4261 | alliance | n. | 结盟， 联盟 |
| 4262 | hip | n. | 臀部， 髋部 |
| 4263 | format | n. | 设计，安排；格式，样式，版式 vt. 使格式化 |
| 4264 | salesman | n. | 售货员， 推销员 |
| 4265 | wagon | n. | 四轮马车， 大篷车； 铁路货车， 客货两用车 |
| 4266 | soda | n. | 碳酸钠， 纯碱； 汽水， 苏打水 |
| 4267 | developmental | adj. | 发展的 |
| 4268 | compassion | n. | 同情， 怜悯 |
| 4269 | dental | adj. | 牙齿的， 牙科的 |
| 4270 | predictable | adj. | 可预料的 |
| 4271 | rally | v. | 集合， 团结； 恢复， 重新振作 n. 集会；公路汽车赛 |
| 4272 | profile | n. | 侧面；人物简介；轮廓，形象；姿态，引人注目的状态 vt. 为…描绘； 写…的传略 |
| 4273 | whichever | pron&adj. | 无论哪个， 无论哪些 |
| 4274 | pluralism | n. | 多重性； 兼职， 兼任 |
| 4275 | involvement | n. | 连累； 包含 |
| 4276 | hearing | n. | 听力， 听觉； 听力所及之距离； 意见听取会； 申辩的机会 |
| 4277 | acquisition | n. | 取得， 获得， 习得； 获得物， 增添的人 |
| 4278 | so-called | adj. | 所谓的， 号称的 |
| 4279 | chip | n. | 屑片， 碎片； 炸土豆条； 集成电路片， 集成块； 缺口， 瑕疵 |
| 4280 | accountant | n. | 会计人员， 会计师 |
| 4281 | recreational | adj. | 休养的； 娱乐的 |
| 4282 | bracket | n. | 括号 vt. 把…归为同一类 |
| 4283 | conviction | n. | 确信； 坚定的信仰； 说服， 信服； 定罪， 判罪 |
| 4284 | reckon | vt. | 认为， 估计； 指望， 盼望； 测算， 测量 |
| 4285 | title | n. | 标题， 题目； 称号， 头衔； 权利， 权益 |
| 4286 | bloody | adv. | [用于加强语气]非常，很 adj. [用于加强语气]非常的；该死的；流血的；嗜杀的 vt. 血染 |
| 4287 | spelling | n. | 拼字， 拼法， 拼写法 |
| 4288 | priest | n. | 神父， 牧师 |
| 4289 | universe | n. | 宇宙， 世界； 领域， 范围 |
| 4290 | spectacular | adj. | 壮观的，引人注目的 n. 壮观的演出； 惊人之举 |
| 4291 | invincible | adj. | 不能征服的， 无敌的 |
| 4292 | thick | adv. | 厚厚地 adj. 厚的，密的，浓的；不清楚的，口音重的 |
| 4293 | cigar | n. | 雪茄烟 |
| 4294 | stadium | n. | 运动场， 体育场 |
| 4295 | whereas | conj. | 然而， 但是， 尽管 |
| 4296 | adoptive | adj. | 收养关系的； 采用的 |
| 4297 | underground | adv. | 在地下，往地下；秘密地，不公开地 adj. 地下的；秘密的，不公开的 n. 地铁； 地下组织 |
| 4298 | baseball | n. | 棒球 |
| 4299 | machinery | n. | 机器， 机械 |
| 4300 | inference | n. | 推断结果， 结论； 推论， 推理， 推断 |
| 4301 | notify | vt. | 通知， 告知， 报告 |
| 4302 | stream | v. | 流出， 涌出 n. 河，溪流；一股，一串 |
| 4303 | heave | vi. | 起伏，隆起；呕吐，恶心 vt. 举起，提起，拉起，拖；扔；发出 n. 举起； 起伏， 升降 |
| 4304 | nourish | vt. | 提供养分， 养育 |
| 4305 | surround | vt. | 围， 围绕； 圈住 |
| 4306 | cigarette | n. | 香烟， 纸烟， 卷烟 |
| 4307 | refugee | n. | 难民 |
| 4308 | comparable | adj. | 可比较的； 类似的； 比得上的 |
| 4309 | presumably | adv. | 大概， 可能， 据推测 |
| 4310 | subject | n. | 题目； 学科； 主语 vt. 使隶属 |
| 4311 | oxygen | n. | 氧， 氧气 |
| 4312 | bearing | n. | 举止， 风度； 方位， 方向感； 影响 |
| 4313 | comedy | n. | 喜剧， 喜剧性 |
| 4314 | trash | n. | 垃圾，废物；拙劣的文学作品；没用的人，社会渣滓，败类 vt. 捣毁， 破坏 |
| 4315 | X-ray | n. | X射线， X光 |
| 4316 | spokesman | n. | 发言人 |
| 4317 | circulation | n. | 循环； 流传； 发行， 流通 |
| 4318 | suburb | n. | 郊区， 郊外， 近郊 |
| 4319 | writer | n. | 作者， 作家 |
| 4320 | scream | vi. | 尖叫，呼啸 n. 尖叫声 |
| 4321 | shortcoming | n. | 短处， 缺点 |
| 4322 | global | adj. | 全球的， 全世界的； 总的， 完整的 |
| 4323 | wolf | n. | 狼 |
| 4324 | shrug | n&v. | 耸肩 |
| 4325 | coordination | n. | 同等； 调和 |
| 4326 | presentation | n. | 提供， 显示； 外观， 图像； 授予， 赠送； 报告， 介绍； 表演 |
| 4327 | ruin | v. | 毁坏 n. 毁灭；废墟 |
| 4328 | owing | adj. | 应付的， 未付的 |
| 4329 | systematical | adj. | 有系统的， 有计划的 |
| 4330 | amateur | adj. | 业余爱好的， 业余的； 外行的 n. 业余爱好者；外行 |
| 4331 | assistance | n. | 协助， 援助 |
| 4332 | summary | adj. | 概括的， 概要的； 实时的， 即决的 n. 摘要，概要，一览 |
| 4333 | guitar | n. | 吉他， 六弦琴 |
| 4334 | sunshine | n. | 日光， 阳光 |
| 4335 | balcony | n. | 阳台； 楼厅， 楼座 |
| 4336 | collaborative | adj. | 合作的， 协作的， 协力完成的 |
| 4337 | cherish | vt. | 珍爱； 怀有 |
| 4338 | prolong | vt. | 拉长， 延长 |
| 4339 | thumb | v. | 示意要求搭车 n. 拇指 |
| 4340 | republican | adj. | 共和政体的；共和党的 n. 共和党人 |
| 4341 | writing | n. | 书写， 写； 著作 |
| 4342 | alongside | adv. | 在旁边，沿着边，并排地 prep. 在…旁边， 沿着…的边； 和…在一起 |
| 4343 | coupon | n. | 礼券， 优惠券， 配给券； 联票； 票证 |
| 4344 | fascinating | adj. | 迷人的， 有极大吸引力的 |
| 4345 | agenda | n. | 议事日程 |
| 4346 | devotion | n. | 献身， 奉献； 忠实； 热爱； 虔诚 |
| 4347 | anonymous | adj. | 匿名的； 无名的； 无特色的 |
| 4348 | fourfold | adv. | 四倍， 四重 adj. 四倍的，四重的 |
| 4349 | publicity | n. | 公众的注意， 名声； 宣传， 宣扬 |
| 4350 | according | adj. | 相等的， 一致的， 依…而定的 |
| 4351 | membership | n. | 会员身份， 会籍； 全体会员， 会员数 |
| 4352 | modernization | n. | 现代化 |
| 4353 | criminology | n. | 犯罪学， 刑事学 |
| 4354 | controversy | n. | 争论， 辩论 |
| 4355 | newsstand | n. | 报摊， 杂志摊 |
| 4356 | ambassador | n. | 大使， 使节， 派驻国际组织的代表 |
| 4357 | landscape | n. | 风景，景色；风景画；全景 vt. 美化…的景观 |
| 4358 | understanding | adj. | 体谅的， 宽容的， 通情达理的 n. 理解，理解力；谅解；协议；相互理解，融洽 |
| 4359 | fairy | n. | 小精灵， 小仙子 |
| 4360 | courtyard | n. | 庭院， 院子 |
| 4361 | providing | conj. | 倘若 |
| 4362 | minimize | vt. | 将…减少； 最小化 |
| 4363 | handbag | n. | 手提包 |
| 4364 | shallow | adj. | 浅的；浅薄的 n. 浅滩， 浅水处 |
| 4365 | lease | n. | 租约，租契 vt. 出租； 租得， 租有 |
| 4366 | slap | vt. | 掴，掌击，拍；啪的一声放 n. 掴， 掌击， 拍 |
| 4367 | spit | v. | 吐唾沫，吐出 n. 唾沫， 唾液 |
| 4368 | anniversary | n. | 周年纪念日 |
| 4369 | persuasive | adj. | 劝诱的； 有说服力的 |
| 4370 | world-wide | adj. | 遍及全球的 |
| 4371 | respect | n. | 尊敬；尊重；问候；方面 vt. 尊敬； 尊重 |
| 4372 | shell | n. | 壳，贝壳；外壳，框架；炮弹 vt. 剥…的壳； 炮击 |
| 4373 | breakdown | n. | 垮， 衰竭； 损坏， 故障； 倒塌 |
| 4374 | jeans | n. | 工装裤， 牛仔裤 |
| 4375 | copyright | n. | 版权 |
| 4376 | biotechnology | n. | 生物工艺学 |
| 4377 | charter | adj. | 包租的， 租用的 n. 宪章，共同纲领；特许状，许可证；包租 vt. 包，租 |
| 4378 | slim | adj. | 苗条的；薄的；少的 v. 减轻体重， 变苗条 |
| 4379 | succeeding | adj. | 以后的， 随后的 |
| 4380 | viewpoint | n. | 观点， 看法， 见解 |
| 4381 | crossing | n. | 人行横道， 交叉口； 横渡 |
| 4382 | script | n. | 剧本， 广播稿； 书写用的字母； 笔迹， 手迹 |
| 4383 | system | n. | 系统； 制度， 体制； 方法， 做法； 身体 |
| 4384 | spot | n. | 点，斑点；地点，处所；少量 vt. 认出， 发现； 玷污 |
| 4385 | vacation | n. | 假期， 休假 |
| 4386 | curriculum | n. | 课程， 全部课程 |
| 4387 | slip | v. | 滑跤，滑落，溜；下降，跌落；悄悄放进 n. 疏漏， 差错 |
| 4388 | species | n. | 种， 类 |
| 4389 | internship | n. | 实习生身份； 实习医师期 |
| 4390 | estate | n. | 土地， 住宅区， 地产； 财产， 遗产； 庄园， 种植园 |
| 4391 | rumour | n. | 谣传， 谣言 |
| 4392 | rob | vt. | 抢劫， 盗窃 |
| 4393 | elderly | adj. | 较老的，年长的 n. 到了晚年的人， 老年人 |
| 4394 | media | n. | 新闻媒介， 传播媒介 |
| 4395 | radical | adv. | 根本的，基本的；激进的，激进派的 n. 激进分子 |
| 4396 | semester | n. | 学期 |
| 4397 | concession | n. | 让步， 妥协； 特许， 特许权； 承认， 认可 |
| 4398 | elective | adj. | 选举的，有选举权的；可任意选择的 n. 选修课程 |
| 4399 | accusation | n. | 谴责； 【律】 指控 |
| 4400 | exclusive | adj. | 奢华的，高级的；独有的，独享的；排斥的，排他的；不包括…的，不把…计算在内的 n. 独家新闻 |
| 4401 | housing | n. | 房屋， 住宅； 住房建筑， 住房供给； 外壳， 外罩 |
| 4402 | notion | n. | 概念， 观念； 意图， 想法， 念头 |
| 4403 | gram | n. | 克 |
| 4404 | empower | vt. | 授权于； 使能够 |
| 4405 | boring | adj. | 令人厌烦的， 乏味的， 无聊的 |
| 4406 | classic | adj. | 最优秀的，典型的，标准的；传统式样的，典雅的 n. 文学名著， 经典作品， 杰作； 优秀的典范； 古典文学， 古典语文研究 |
| 4407 | rub | vt. | 擦， 摩擦 |
| 4408 | wealthy | adj. | 富有的， 富裕的 |
| 4409 | segment | n. | 部分， 片段； 瓣 |
| 4410 | statistic | n. | 统计数值， 统计资料； 统计学 |
| 4411 | superb | adj. | 极好的； 高质量的 |
| 4412 | mold | n. | 霉，霉菌；模型，铸模；性格 vt. 用模子制作， 塑造； 使形成， 影响…的形成 |
| 4413 | whatever | adv. | [用于否定句中以加强语气]任何； 无论什么 |
| 4414 | volunteer | v. | 自愿提供； 自愿， 志愿 n. 志愿者；志愿兵 |
| 4415 | boom | vi. | 激增， 繁荣， 迅速发展； 发出隆隆声 n. 激增，繁荣，迅速发展；隆隆声，嗡嗡声 |
| 4416 | summit | n. | 最高点， 峰顶； 最高级会议 |
| 4417 | ally | v. | 结盟， 联合 n. 同盟国， 同盟者； 支持者 |
| 4418 | statement | n. | 陈述， 声明； 结算单， 报表 |
| 4419 | target | n. | 目标 vt. 把…作为目标； 瞄准 |
| 4420 | truly | adv. | 真正地； 忠实地 |
| 4421 | gene | n. | 基因 |
| 4422 | suicide | n&v. | 自杀 |
| 4423 | saving | n. | 节省， 节约； 储蓄金， 存款 |
| 4424 | waist | n. | 腰， 腰部 |
| 4425 | connexion | n. | connection的英式拼法 |
| 4426 | scold | v. | 责骂， 训斥 |
| 4427 | rage | vi. | 狂吹； 汹涌； 激烈进行； 发怒， 发火 n. 狂怒，盛怒；风靡一时的事物，时尚 |
| 4428 | protocol | n. | 礼仪， 礼节； 草案， 议定书 |
| 4429 | whale | n. | 鲸 |
| 4430 | violin | n. | 小提琴 |
| 4431 | remonstrate | v. | 抗议 |
| 4432 | cruise | vi. | 航游，巡航；缓慢巡行 n. 航游， 游弋 |
| 4433 | topic | n. | 题目， 论题， 话题 |
| 4434 | erroneous | adj. | 错误的， 不正确的 |
| 4435 | raid | n&vt. | 袭击； 突入查抄， 突入搜捕； 劫掠 |
| 4436 | kindergarten | n. | 幼儿园 |
| 4437 | cashier | n. | 出纳 |
| 4438 | sheer | adv. | 垂直地，陡峭地 vi. 急转向， 偏离 adj. 完全的，十足的；陡峭的，垂直的；极薄的，透明的 |
| 4439 | depression | n. | 抑郁， 沮丧； 不景气， 萧条； 洼地， 凹陷 |
| 4440 | gaol | vt. | 监禁 n. 监狱 |
| 4441 | sauce | n. | 调味汁， 作料 |
| 4442 | shrink | v. | 起皱； 收缩； 退缩， 畏缩 |
| 4443 | competitive | adj. | 竞争的， 比赛的； 好竞争的， 求胜心切的； 有竞争力的 |
| 4444 | enquiry | n. | 询问 |
| 4445 | applause | n. | 鼓掌， 掌声 |
| 4446 | sailor | n. | 水手， 海员 |
| 4447 | enquire | v. | 询问 |
| 4448 | popularity | n. | 普及， 流行； 声望 |
| 4449 | oval | adj. | 椭圆形的 n. 椭圆形 |
| 4450 | integrate | v. | 成为一体， 合并 |
| 4451 | survivor | n. | 生还者； 残存物 |
| 4452 | diagnose | vt. | 诊断 |
| 4453 | spider | n. | 蜘蛛 |
| 4454 | scare | v. | 吓， 使害怕； 受惊吓， 感到害怕 n. 惊恐，恐慌 |
| 4455 | scary | adj. | 引起惊慌的 |
| 4456 | consultancy | n. | 咨询公司 |
| 4457 | homogeneous | adj. | 同种类的， 同性质的， 有相同特征的 |
| 4458 | popularize | vt. | 普及 |
| 4459 | clash | vi. | 发生冲突；不协调；砰地相撞，发出刺耳的撞击声 n. 冲突； 不协调； 刺耳的撞击声 |
| 4460 | sanction | vt. | 批准，认可 n. 批准， 认可； 约束因素， 约束力； 国际制裁 |
| 4461 | sin | vi. | 犯戒律， 犯过失 n. 罪，罪孽 |
| 4462 | historic | adj. | 历史上著名的， 具有重大历史意义的 |
| 4463 | select | adj. | 精选的， 挑选出来的； 优等的， 第一流的 vt. 选择，挑选 |
| 4464 | fulfill | vt. | 履行， 实现， 完成； 满足， 使满意 |
| 4465 | striking | adj. | 显著的， 突出的； 惹人注目的， 容貌出众的 |
| 4466 | youngster | n. | 青年， 年轻人， 孩子 |
| 4467 | thinking | adj. | 深思的， 有理性的 n. 想法，意见，见解 |
| 4468 | delegate | n. | 代表， 代表团成员 vt. 委派…为代表； 授 ， 把…委托给 |
| 4469 | tradition | n. | 传统， 惯例 |
| 4470 | suggestion | n. | 建议， 意见； 细微的迹象； 暗示 |
| 4471 | bacon | n. | 咸肉 |
| 4472 | sigh | vi. | 叹气， 叹息 n. 叹息 |
| 4473 | pants | n. | 长裤， 便裤； 内裤 |
| 4474 | astrophysics | n. | 天体物理学 |
| 4475 | consumer | n. | 消费者， 用户， 消耗者 |
| 4476 | social | adj. | 社会的； 交际的， 社交的 |
| 4477 | medication | n. | 药物治疗； 药物 |
| 4478 | spiritual | adj. | 精神的， 心灵的； 宗教的 |
| 4479 | salad | n. | 色拉， 凉拌菜 |
| 4480 | strategic | adj. | 对全局有重要意义的， 关键的； 战略的 |
| 4481 | readily | adv. | 乐意地， 欣然地； 容易地； 很快地， 立即 |
| 4482 | splendid | adj. | 壮丽的； 极好的 |
| 4483 | respondent | n. | 回答者； 响应者； 被告 |
| 4484 | episode | n. | 一个事件； 插曲， 片段； 连续剧的一集 |
| 4485 | evidently | adv. | 明显地， 显然 |
| 4486 | victimize | vt. | 使受害， 使牺牲 |
| 4487 | scandal | n. | 丑事， 丑闻； 流言蜚语； 反感， 愤慨 |
| 4488 | horrible | adj. | 令人恐惧的， 可怕的； 骇人听闻的； 极讨厌的， 使人不愉快的； 糟透的 |
| 4489 | recreation | n. | 娱乐活动， 消遣 |
| 4490 | allowance | n. | 津贴， 补贴； 零用钱 |
| 4491 | attorney | n. | 律师， 代理人 |
| 4492 | mainframe | n. | 主机， 大型机 |
| 4493 | audio | adj. | 听觉的， 声音的 |
| 4494 | teenager | n. | 青少年 |
| 4495 | offensive | adj. | 冒犯的，无礼的；进攻的，攻击性的 n. 进攻， 攻势 |
| 4496 | cartoon | n. | 卡通画， 幽默画； 动画片， 卡通片 |
